#! FIELDS phi1 phi2 file.free uncertainty
#! SET sample_size 250000
#! SET effective_sample_size 47.8697
#! SET blocks_num 10
#! SET blocks_effective_num 3.06449
#! SET min_phi1 -3.14159
#! SET max_phi1 3.14159
#! SET nbins_phi1 150
#! SET periodic_phi1 true
#! SET min_phi2 -3.14159
#! SET max_phi2 3.14159
#! SET nbins_phi2 150
#! SET periodic_phi2 true
   -3.141593    -3.141593     32.074103     4.215865
   -3.141593    -3.099424     31.530401     3.357808
   -3.141593    -3.057255     30.956646     2.577041
   -3.141593    -3.015086     30.365598     2.018083
   -3.141593    -2.972917     29.781921     1.734691
   -3.141593    -2.930748     29.232279     1.683060
   -3.141593    -2.888578     28.738180     1.776908
   -3.141593    -2.846409     28.313131     1.950136
   -3.141593    -2.804240     27.962485     2.173533
   -3.141593    -2.762071     27.684098     2.451341
   -3.141593    -2.719902     27.468740     2.821231
   -3.141593    -2.677733     27.300096     3.354257
   -3.141593    -2.635564     27.154888     4.143345
   -3.141593    -2.593395     27.004343     5.274735
   -3.141593    -2.551226     26.818603     6.787685
   -3.141593    -2.509057     26.574767     8.635202
   -3.141593    -2.466888     26.266029    10.671812
   -3.141593    -2.424719     25.906179    12.695298
   -3.141593    -2.382550     25.525633    14.523564
   -3.141593    -2.340381     25.161625    16.048223
   -3.141593    -2.298212     24.848643    17.236786
   -3.141593    -2.256043     24.612729    18.104770
   -3.141593    -2.213874     24.469353    18.687469
   -3.141593    -2.171705     24.423116    19.023895
   -3.141593    -2.129536     24.467966    19.152358
   -3.141593    -2.087367     24.587723    19.113703
   -3.141593    -2.045198     24.757729    18.957936
   -3.141593    -2.003029     24.948880    18.748504
   -3.141593    -1.960860     25.134274    18.556690
   -3.141593    -1.918691     25.295977    18.442597
   -3.141593    -1.876522     25.427332    18.429823
   -3.141593    -1.834353     25.528493    18.485602
   -3.141593    -1.792184     25.597945    18.509565
   -3.141593    -1.750015     25.625439    18.331860
   -3.141593    -1.707846     25.590692    17.740657
   -3.141593    -1.665677     25.470084    16.571125
   -3.141593    -1.623508     25.250043    14.834368
   -3.141593    -1.581339     24.939666    12.765900
   -3.141593    -1.539170     24.572573    10.706058
   -3.141593    -1.497001     24.196385     8.918547
   -3.141593    -1.454831     23.858737     7.509701
   -3.141593    -1.412662     23.598270     6.462960
   -3.141593    -1.370493     23.441963     5.707544
   -3.141593    -1.328324     23.406101     5.167611
   -3.141593    -1.286155     23.498295     4.784578
   -3.141593    -1.243986     23.719319     4.522959
   -3.141593    -1.201817     24.064493     4.369129
   -3.141593    -1.159648     24.524759     4.327191
   -3.141593    -1.117479     25.087746     4.412066
   -3.141593    -1.075310     25.739111     4.638981
   -3.141593    -1.033141     26.464227     5.011055
   -3.141593    -0.990972     27.249980     5.509904
   -3.141593    -0.948803     28.086132     6.093788
   -3.141593    -0.906634     28.965735     6.704293
   -3.141593    -0.864465     29.884531     7.279461
